  Schema   | Name |        Left arg type        |       Right arg type        |         Result type         |         Function          |                           Description
 pg_catalog | ?-|  | line                        | line                        | boolean                     | line_perp                 | perpendicular
 pg_catalog | ?-|  | lseg                        | lseg                        | boolean                     | lseg_perp                 | perpendicular
 pg_catalog | ?|   | jsonb                       | text[]                      | boolean                     | jsonb_exists_any          | any key exists
 pg_catalog | ?|   | point                       | point                       | boolean                     | point_vert                | vertically aligned
 pg_catalog | ?|   |                             | line                        | boolean                     | line_vertical             | vertical
 pg_catalog | ?|   |                             | lseg                        | boolean                     | lseg_vertical             | vertical
 pg_catalog | ?||  | line                        | line                        | boolean                     | line_parallel             | parallel
 pg_catalog | ?||  | lseg                        | lseg                        | boolean                     | lseg_parallel             | parallel
 pg_catalog | @    | box                         | box                         | boolean                     | box_contained             | deprecated, use <@ instead
 pg_catalog | @    | circle                      | circle                      | boolean                     | circle_contained          | deprecated, use <@ instead
 pg_catalog | @    | lseg                        | box                         | boolean                     | on_sb                     | deprecated, use <@ instead
 pg_catalog | @    | lseg                        | line                        | boolean                     | on_sl                     | deprecated, use <@ instead
 pg_catalog | @    | point                       | box                         | boolean                     | on_pb                     | deprecated, use <@ instead
 pg_catalog | @    | point                       | circle                      | boolean                     | pt_contained_circle       | deprecated, use <@ instead
 pg_catalog | @    | point                       | line                        | boolean                     | on_pl                     | deprecated, use <@ instead
 pg_catalog | @    | point                       | lseg                        | boolean                     | on_ps                     | deprecated, use <@ instead
 pg_catalog | @    | point                       | path                        | boolean                     | on_ppath                  | deprecated, use <@ instead
 pg_catalog | @    | point                       | polygon                     | boolean                     | pt_contained_poly         | deprecated, use <@ instead
 pg_catalog | @    | polygon                     | polygon                     | boolean                     | poly_contained            | deprecated, use <@ instead
 pg_catalog | @    |                             | bigint                      | bigint                      | int8abs                   | absolute value
 pg_catalog | @    |                             | double precision            | double precision            | float8abs                 | absolute value
 pg_catalog | @    |                             | integer                     | integer                     | int4abs                   | absolute value
 pg_catalog | @    |                             | numeric                     | numeric                     | numeric_abs               | absolute value
 pg_catalog | @    |                             | real                        | real                        | float4abs                 | absolute value
 pg_catalog | @    |                             | smallint                    | smallint                    | int2abs                   | absolute value
 pg_catalog | @-@  |                             | lseg                        | double precision            | lseg_length               | distance between endpoints
 pg_catalog | @-@  |                             | path                        | double precision            | path_length               | sum of path segment lengths
 pg_catalog | @>   | aclitem[]                   | aclitem                     | boolean                     | aclcontains               | contains
 pg_catalog | @>   | anyarray                    | anyarray                    | boolean                     | arraycontains             | contains
 pg_catalog | @>   | anyrange                    | anyelement                  | boolean                     | range_contains_elem       | contains
 pg_catalog | @>   | anyrange                    | anyrange                    | boolean                     | range_contains            | contains
 pg_catalog | @>   | box                         | box                         | boolean                     | box_contain               | contains
 pg_catalog | @>   | box                         | point                       | boolean                     | box_contain_pt            | contains
 pg_catalog | @>   | circle                      | circle                      | boolean                     | circle_contain            | contains
 pg_catalog | @>   | circle                      | point                       | boolean                     | circle_contain_pt         | contains
 pg_catalog | @>   | jsonb                       | jsonb                       | boolean                     | jsonb_contains            | contains
 pg_catalog | @>   | path                        | point                       | boolean                     | path_contain_pt           | contains
 pg_catalog | @>   | polygon                     | point                       | boolean                     | poly_contain_pt           | contains
 pg_catalog | @>   | polygon                     | polygon                     | boolean                     | poly_contain              | contains
 pg_catalog | @>   | tsquery                     | tsquery                     | boolean                     | tsq_mcontains             | contains
 pg_catalog | @@   | text                        | text                        | boolean                     | ts_match_tt               | text search match
 pg_catalog | @@   | text                        | tsquery                     | boolean                     | ts_match_tq               | text search match
 pg_catalog | @@   | tsquery                     | tsvector                    | boolean                     | ts_match_qv               | text search match
 pg_catalog | @@   | tsvector                    | tsquery                     | boolean                     | ts_match_vq               | text search match
 pg_catalog | @@   |                             | box                         | point                       | box_center                | center of
 pg_catalog | @@   |                             | circle                      | point                       | circle_center             | center of
 pg_catalog | @@   |                             | lseg                        | point                       | lseg_center               | center of
 pg_catalog | @@   |                             | path                        | point                       | path_center               | center of
 pg_catalog | @@   |                             | polygon                     | point                       | poly_center               | center of
 pg_catalog | @@@  | tsquery                     | tsvector                    | boolean                     | ts_match_qv               | deprecated, use @@ instead
 pg_catalog | @@@  | tsvector                    | tsquery                     | boolean                     | ts_match_vq               | deprecated, use @@ instead
 pg_catalog | ^    | double precision            | double precision            | double precision            | dpow                      | exponentiation
 pg_catalog | ^    | numeric                     | numeric                     | numeric                     | numeric_power             | exponentiation
 pg_catalog | |    | bigint                      | bigint                      | bigint                      | int8or                    | bitwise or
 pg_catalog | |    | bit                         | bit                         | bit                         | bitor                     | bitwise or
 pg_catalog | |    | inet                        | inet                        | inet                        | inetor                    | bitwise or
 pg_catalog | |    | integer                     | integer                     | integer                     | int4or                    | bitwise or
 pg_catalog | |    | macaddr                     | macaddr                     | macaddr                     | macaddr_or                | bitwise or
 pg_catalog | |    | macaddr8                    | macaddr8                    | macaddr8                    | macaddr8_or               | bitwise or
 pg_catalog | |    | smallint                    | smallint                    | smallint                    | int2or                    | bitwise or
 pg_catalog | |    |                             | tinterval                   | abstime                     | tintervalstart            | start of interval
 pg_catalog | |&>  | box                         | box                         | boolean                     | box_overabove             | overlaps or is above
 pg_catalog | |&>  | circle                      | circle                      | boolean                     | circle_overabove          | overlaps or is above
 pg_catalog | |&>  | polygon                     | polygon                     | boolean                     | poly_overabove            | overlaps or is above
 pg_catalog | |/   |                             | double precision            | double precision            | dsqrt                     | square root
 pg_catalog | |>>  | box                         | box                         | boolean                     | box_above                 | is above
 pg_catalog | |>>  | circle                      | circle                      | boolean                     | circle_above              | is above
 pg_catalog | |>>  | polygon                     | polygon                     | boolean                     | poly_above                | is above
 pg_catalog | ||   | anyarray                    | anyarray                    | anyarray                    | array_cat                 | concatenate
 pg_catalog | ||   | anyarray                    | anyelement                  | anyarray                    | array_append              | append element onto end of array
 pg_catalog | ||   | anyelement                  | anyarray                    | anyarray                    | array_prepend             | prepend element onto front of array
 pg_catalog | ||   | anynonarray                 | text                        | text                        | anytextcat                | concatenate
 pg_catalog | ||   | bit varying                 | bit varying                 | bit varying                 | bitcat                    | concatenate
 pg_catalog | ||   | bytea                       | bytea                       | bytea                       | byteacat                  | concatenate
 pg_catalog | ||   | jsonb                       | jsonb                       | jsonb                       | jsonb_concat              | concatenate
 pg_catalog | ||   | text                        | anynonarray                 | text                        | textanycat                | concatenate
 pg_catalog | ||   | text                        | text                        | text                        | textcat                   | concatenate
 pg_catalog | ||   | tsquery                     | tsquery                     | tsquery                     | tsquery_or                | OR-concatenate
 pg_catalog | ||   | tsvector                    | tsvector                    | tsvector                    | tsvector_concat           | concatenate
 pg_catalog | ||/  |                             | double precision            | double precision            | dcbrt                     | cube root
 pg_catalog | ~    | aclitem[]                   | aclitem                     | boolean                     | aclcontains               | deprecated, use @> instead
 pg_catalog | ~    | box                         | box                         | boolean                     | box_contain               | deprecated, use @> instead
 pg_catalog | ~    | character                   | text                        | boolean                     | bpcharregexeq             | matches regular expression, case-sensitive
 pg_catalog | ~    | circle                      | circle                      | boolean                     | circle_contain            | deprecated, use @> instead
pg_catalog | ~    | circle                      | point                       | boolean                     | circle_contain_pt         | deprecated, use @> instead
 pg_catalog | ~    | name                        | text                        | boolean                     | nameregexeq               | matches regular expression, case-sensitive
 pg_catalog | ~    | path                        | point                       | boolean                     | path_contain_pt           | deprecated, use @> instead
 pg_catalog | ~    | polygon                     | point                       | boolean                     | poly_contain_pt           | deprecated, use @> instead
 pg_catalog | ~    | polygon                     | polygon                     | boolean                     | poly_contain              | deprecated, use @> instead
 pg_catalog | ~    | text                        | text                        | boolean                     | textregexeq               | matches regular expression, case-sensitive
 pg_catalog | ~    |                             | bigint                      | bigint                      | int8not                   | bitwise not
 pg_catalog | ~    |                             | bit                         | bit                         | bitnot                    | bitwise not
 pg_catalog | ~    |                             | inet                        | inet                        | inetnot                   | bitwise not
 pg_catalog | ~    |                             | integer                     | integer                     | int4not                   | bitwise not
 pg_catalog | ~    |                             | macaddr                     | macaddr                     | macaddr_not               | bitwise not
 pg_catalog | ~    |                             | macaddr8                    | macaddr8                    | macaddr8_not              | bitwise not
 pg_catalog | ~    |                             | smallint                    | smallint                    | int2not                   | bitwise not
 pg_catalog | ~*   | character                   | text                        | boolean                     | bpcharicregexeq           | matches regular expression, case-insensitive
 pg_catalog | ~*   | name                        | text                        | boolean                     | nameicregexeq             | matches regular expression, case-insensitive
 pg_catalog | ~*   | text                        | text                        | boolean                     | texticregexeq             | matches regular expression, case-insensitive
 pg_catalog | ~<=~ | character                   | character                   | boolean                     | bpchar_pattern_le         | less than or equal
 pg_catalog | ~<=~ | text                        | text                        | boolean                     | text_pattern_le           | less than or equal
 pg_catalog | ~<~  | character                   | character                   | boolean                     | bpchar_pattern_lt         | less than
 pg_catalog | ~<~  | text                        | text                        | boolean                     | text_pattern_lt           | less than
 pg_catalog | ~=   | box                         | box                         | boolean                     | box_same                  | same as
 pg_catalog | ~=   | circle                      | circle                      | boolean                     | circle_same               | same as
 pg_catalog | ~=   | point                       | point                       | boolean                     | point_eq                  | same as
 pg_catalog | ~=   | polygon                     | polygon                     | boolean                     | poly_same                 | same as
 pg_catalog | ~=   | tinterval                   | tinterval                   | boolean                     | tintervalsame             | same as
 pg_catalog | ~>=~ | character                   | character                   | boolean                     | bpchar_pattern_ge         | greater than or equal
 pg_catalog | ~>=~ | text                        | text                        | boolean                     | text_pattern_ge           | greater than or equal
 pg_catalog | ~>~  | character                   | character                   | boolean                     | bpchar_pattern_gt         | greater than
 pg_catalog | ~>~  | text                        | text                        | boolean                     | text_pattern_gt           | greater than
 pg_catalog | ~~   | bytea                       | bytea                       | boolean                     | bytealike                 | matches LIKE expression
 pg_catalog | ~~   | character                   | text                        | boolean                     | bpcharlike                | matches LIKE expression
 pg_catalog | ~~   | name                        | text                        | boolean                     | namelike                  | matches LIKE expression
 pg_catalog | ~~   | text                        | text                        | boolean                     | textlike                  | matches LIKE expression
 pg_catalog | ~~*  | character                   | text                        | boolean                     | bpchariclike              | matches LIKE expression, case-insensitive
 pg_catalog | ~~*  | name                        | text                        | boolean                     | nameiclike                | matches LIKE expression, case-insensitive
 pg_catalog | ~~*  | text                        | text                        | boolean                     | texticlike                | matches LIKE expression, case-insensitive
